,,top,mid_L_top,mid_R_top,mid_L_bot,mid_R_bot,bot_L,bot_R,"
"
vid_38_frame_960_3.jpg,N/A,"[21, 8]","[16, 24]","[29, 21]","[16, 37]","[32, 35]","[14, 52]","[38, 48]",
vid_56_frame_174_1.jpg,N/A,"[13, 1]","[8, 11]","[17, 11]","[7, 21]","[20, 21]","[5, 34]","[21, 34]",
vid_41_frame_805_5.jpg,N/A,"[15, 3]","[9, 17]","[21, 15]","[8, 30]","[24, 28]","[7, 43]","[29, 42]",
vid_38_frame_745_1.jpg,N/A,"[17, 4]","[9, 17]","[22, 18]","[7, 29]","[23, 30]","[4, 42]","[24, 44]",
vid_41_frame_703_1.jpg,N/A,"[25, 1]","[19, 24]","[38, 22]","[17, 43]","[43, 40]","[16, 64]","[50, 60]",
vid_64_frame_295_0.jpg,N/A,"[50, 1]","[34, 29]","[63, 29]","[27, 56]","[67, 57]","[19, 89]","[73, 89]",
vid_64_frame_483_3.jpg,N/A,"[14, 1]","[9, 10]","[17, 10]","[7, 19]","[18, 19]","[5, 28]","[21, 29]",
vid_59_frame_92_0.jpg,N/A,"[20, 2]","[13, 22]","[30, 21]","[12, 38]","[33, 39]","[8, 56]","[38, 55]",
vid_52_frame_105_9.jpg,N/A,"[20, 1]","[14, 16]","[26, 16]","[13, 28]","[28, 27]","[9, 44]","[33, 44]",
vid_64_frame_175_1.jpg,N/A,"[14, 2]","[10, 12]","[19, 11]","[8, 23]","[22, 21]","[7, 33]","[23, 33]",
vid_41_frame_650_5.jpg,N/A,"[10, 2]","[6, 13]","[17, 12]","[6, 25]","[20, 23]","[6, 37]","[24, 35]",
vid_52_frame_73_1.jpg,N/A,"[13, 2]","[8, 14]","[18, 13]","[7, 25]","[20, 25]","[6, 36]","[23, 35]",
vid_42_frame_604_9.jpg,N/A,"[14, 2]","[9, 18]","[24, 16]","[9, 31]","[29, 29]","[8, 47]","[34, 42]",
vid_42_frame_760_1.jpg,N/A,"[23, 3]","[16, 18]","[31, 18]","[13, 32]","[33, 32]","[11, 47]","[35, 48]",
vid_38_frame_949_2.jpg,N/A,"[28, 1]","[20, 28]","[42, 25]","[18, 49]","[48, 45]","[17, 75]","[55, 68]",
vid_50_frame_50_0.jpg,N/A,"[34, 2]","[25, 13]","[37, 17]","[20, 24]","[38, 27]","[15, 34]","[38, 39]",
vid_38_frame_580_11.jpg,N/A,"[7, 1]","[4, 8]","[10, 8]","[4, 12]","[11, 12]","[2, 19]","[13, 18]",
vid_50_frame_10_4.jpg,N/A,"[6, 1]","[3, 9]","[9, 9]","[3, 15]","[11, 15]","[2, 21]","[14, 20]",
vid_38_frame_538_0.jpg,N/A,"[35, 5]","[25, 28]","[45, 28]","[21, 46]","[47, 48]","[16, 68]","[51, 68]",
vid_42_frame_232_2.jpg,N/A,"[23, 2]","[13, 25]","[33, 23]","[11, 46]","[39, 44]","[7, 70]","[47, 67]",
vid_42_frame_944_2.jpg,N/A,"[38, 5]","[25, 27]","[45, 29]","[20, 46]","[47, 48]","[13, 67]","[50, 69]",
vid_64_frame_612_1.jpg,N/A,"[21, 4]","[14, 18]","[25, 18]","[11, 29]","[27, 30]","[9, 41]","[30, 42]",
vid_50_frame_113_0.jpg,N/A,"[14, 0]","[9, 15]","[21, 13]","[9, 26]","[25, 24]","[8, 38]","[28, 35]",
vid_38_frame_544_0.jpg,N/A,"[23, 1]","[15, 21]","[33, 20]","[13, 38]","[37, 37]","[11, 58]","[43, 56]",
vid_38_frame_920_0.jpg,N/A,"[27, 0]","[17, 18]","[34, 19]","[13, 34]","[37, 36]","[8, 52]","[39, 55]",
vid_52_frame_122_0.jpg,N/A,"[36, 10]","[24, 35]","[45, 33]","[19, 58]","[49, 55]","[13, 82]","[54, 82]",
vid_42_frame_843_5.jpg,N/A,"[19, 6]","[14, 20]","[26, 20]","[12, 33]","[29, 32]","[9, 47]","[32, 47]",
vid_38_frame_915_3.jpg,N/A,"[29, 3]","[21, 21]","[36, 22]","[17, 36]","[38, 37]","[13, 53]","[41, 54]",
vid_41_frame_388_3.jpg,N/A,"[19, 2]","[13, 16]","[27, 16]","[10, 30]","[30, 32]","[9, 42]","[33, 42]",
vid_38_frame_812_2.jpg,N/A,"[21, 4]","[14, 19]","[27, 19]","[11, 29]","[28, 30]","[6, 43]","[29, 44]",
vid_50_frame_133_1.jpg,N/A,"[26, 1]","[18, 12]","[28, 13]","[16, 20]","[28, 22]","[12, 29]","[30, 32]",
vid_55_frame_11_0.jpg,N/A,"[11, 1]","[7, 15]","[18, 13]","[6, 26]","[22, 23]","[6, 37]","[25, 33]",
vid_59_frame_174_1.jpg,N/A,"[24, 2]","[15, 26]","[32, 25]","[14, 38]","[33, 37]","[7, 57]","[40, 58]",
vid_42_frame_398_3.jpg,N/A,"[28, 2]","[20, 17]","[36, 17]","[17, 30]","[36, 32]","[12, 46]","[36, 48]",
vid_64_frame_240_0.jpg,N/A,"[24, 0]","[16, 19]","[33, 19]","[13, 38]","[37, 38]","[9, 59]","[41, 58]",
vid_64_frame_709_1.jpg,N/A,"[14, 1]","[10, 13]","[19, 12]","[10, 22]","[21, 21]","[7, 33]","[25, 31]",
vid_42_frame_841_1.jpg,N/A,"[22, 6]","[15, 30]","[34, 27]","[15, 48]","[40, 45]","[13, 69]","[47, 66]",
vid_65_frame_18_0.jpg,N/A,"[19, 1]","[12, 14]","[24, 16]","[10, 26]","[25, 27]","[5, 40]","[27, 42]",
vid_38_frame_587_3.jpg,N/A,"[20, 8]","[13, 24]","[28, 25]","[11, 37]","[29, 38]","[8, 54]","[32, 54]",
vid_60_frame_135_2.jpg,N/A,"[8, 4]","[6, 17]","[15, 16]","[7, 25]","[17, 22]","[7, 33]","[21, 29]",
vid_53_frame_323_1.jpg,N/A,"[27, 3]","[20, 21]","[35, 20]","[16, 42]","[40, 42]","[14, 61]","[45, 60]",
vid_38_frame_588_2.jpg,N/A,"[35, 3]","[22, 26]","[44, 28]","[16, 45]","[45, 47]","[8, 67]","[49, 71]",
vid_50_frame_203_1.jpg,N/A,"[8, 3]","[6, 14]","[15, 12]","[6, 23]","[18, 21]","[7, 32]","[22, 29]",
vid_64_frame_709_4.jpg,N/A,"[25, 2]","[16, 21]","[34, 20]","[14, 38]","[38, 38]","[14, 59]","[43, 57]",
vid_42_frame_236_16.jpg,N/A,"[15, 7]","[9, 18]","[22, 17]","[9, 29]","[26, 27]","[9, 40]","[29, 39]",
vid_38_frame_956_2.jpg,N/A,"[21, 1]","[14, 18]","[30, 17]","[13, 33]","[34, 31]","[11, 48]","[38, 46]",
vid_42_frame_777_11.jpg,N/A,"[11, 1]","[8, 11]","[16, 10]","[8, 20]","[18, 19]","[7, 30]","[21, 28]",
vid_38_frame_812_7.jpg,N/A,"[10, 3]","[6, 16]","[19, 14]","[5, 26]","[22, 24]","[5, 35]","[25, 35]",
vid_53_frame_311_6.jpg,N/A,"[15, 1]","[10, 13]","[19, 13]","[8, 23]","[21, 22]","[7, 33]","[23, 32]",
vid_53_frame_134_4.jpg,N/A,"[19, 4]","[12, 23]","[27, 22]","[10, 37]","[30, 37]","[7, 54]","[34, 55]",
vid_38_frame_801_1.jpg,N/A,"[38, 3]","[26, 22]","[45, 25]","[21, 39]","[45, 41]","[15, 57]","[48, 60]",
vid_56_frame_70_0.jpg,N/A,"[34, 3]","[22, 29]","[45, 28]","[20, 49]","[48, 49]","[15, 74]","[53, 73]",
vid_64_frame_175_2.jpg,N/A,"[29, 1]","[19, 24]","[40, 24]","[15, 47]","[45, 47]","[11, 70]","[50, 71]",
vid_38_frame_964_2.jpg,N/A,"[13, 1]","[6, 19]","[21, 17]","[6, 32]","[26, 30]","[5, 49]","[30, 45]",
vid_42_frame_1007_6.jpg,N/A,"[12, 4]","[7, 13]","[16, 13]","[6, 19]","[17, 19]","[4, 28]","[18, 28]",
vid_38_frame_813_4.jpg,N/A,"[25, 7]","[20, 19]","[29, 19]","[18, 27]","[31, 27]","[16, 38]","[35, 38]",
vid_41_frame_137_2.jpg,N/A,"[20, 1]","[13, 14]","[25, 14]","[11, 28]","[27, 28]","[6, 38]","[27, 40]",
vid_38_frame_964_9.jpg,N/A,"[8, 1]","[5, 9]","[12, 9]","[4, 15]","[13, 15]","[3, 23]","[15, 22]",
vid_38_frame_796_6.jpg,N/A,"[28, 7]","[21, 19]","[31, 20]","[18, 28]","[32, 30]","[15, 40]","[33, 42]",
vid_38_frame_961_1.jpg,N/A,"[13, 2]","[8, 19]","[23, 16]","[7, 34]","[27, 31]","[7, 49]","[31, 45]",
vid_64_frame_391_9.jpg,N/A,"[28, 1]","[22, 10]","[32, 9]","[22, 17]","[33, 17]","[20, 24]","[34, 25]",
vid_38_frame_575_3.jpg,N/A,"[15, 0]","[9, 11]","[18, 11]","[8, 17]","[19, 17]","[4, 26]","[20, 27]",
vid_64_frame_863_8.jpg,N/A,"[15, 2]","[11, 13]","[19, 13]","[10, 20]","[19, 20]","[8, 30]","[20, 30]",
vid_42_frame_232_6.jpg,N/A,"[9, 2]","[6, 10]","[13, 10]","[5, 16]","[14, 16]","[4, 24]","[16, 23]",
vid_38_frame_585_7.jpg,N/A,"[13, 2]","[8, 14]","[18, 14]","[7, 21]","[19, 21]","[5, 32]","[22, 32]",
vid_55_frame_34_0.jpg,N/A,"[25, 4]","[20, 31]","[45, 27]","[22, 51]","[53, 47]","[22, 74]","[63, 66]",
vid_38_frame_956_3.jpg,N/A,"[14, 2]","[9, 13]","[19, 12]","[8, 22]","[21, 20]","[6, 32]","[23, 31]",
vid_64_frame_391_0.jpg,N/A,"[38, 0]","[24, 24]","[48, 24]","[19, 45]","[52, 46]","[10, 71]","[58, 70]",
vid_64_frame_516_1.jpg,N/A,"[30, 2]","[21, 23]","[40, 24]","[17, 43]","[43, 44]","[12, 66]","[47, 66]",
vid_65_frame_26_5.jpg,N/A,"[15, 0]","[10, 14]","[22, 14]","[10, 24]","[23, 24]","[7, 38]","[28, 38]",
vid_38_frame_534_3.jpg,N/A,"[17, 3]","[11, 16]","[23, 16]","[10, 26]","[25, 26]","[8, 39]","[28, 39]",
vid_38_frame_773_2.jpg,N/A,"[24, 0]","[16, 24]","[37, 24]","[13, 47]","[42, 45]","[11, 70]","[48, 67]",
vid_64_frame_577_0.jpg,N/A,"[35, 1]","[25, 23]","[45, 24]","[20, 44]","[49, 46]","[15, 68]","[54, 69]",
vid_42_frame_604_0.jpg,N/A,"[22, 5]","[14, 31]","[34, 28]","[12, 52]","[41, 48]","[11, 77]","[48, 72]",
vid_38_frame_947_3.jpg,N/A,"[19, 1]","[12, 13]","[24, 14]","[10, 24]","[25, 24]","[6, 36]","[28, 38]",
vid_59_frame_192_0.jpg,N/A,"[28, 4]","[20, 24]","[38, 25]","[17, 44]","[42, 44]","[13, 64]","[48, 63]",
vid_38_frame_588_6.jpg,N/A,"[9, 1]","[5, 10]","[13, 10]","[4, 19]","[15, 18]","[4, 28]","[18, 27]",
vid_38_frame_772_3.jpg,N/A,"[13, 2]","[8, 11]","[16, 11]","[7, 22]","[19, 22]","[4, 31]","[20, 32]",
vid_42_frame_676_1.jpg,N/A,"[19, 4]","[13, 16]","[23, 15]","[12, 30]","[26, 29]","[8, 41]","[29, 41]",
vid_38_frame_913_6.jpg,N/A,"[16, 3]","[9, 19]","[25, 17]","[8, 33]","[30, 30]","[8, 48]","[35, 45]",
vid_56_frame_149_10.jpg,N/A,"[17, 2]","[11, 14]","[21, 14]","[10, 23]","[22, 23]","[9, 33]","[25, 34]",
vid_42_frame_945_5.jpg,N/A,"[15, 2]","[10, 15]","[21, 14]","[9, 24]","[24, 23]","[7, 35]","[27, 34]",
vid_64_frame_857_1.jpg,N/A,"[23, 2]","[17, 19]","[31, 19]","[15, 36]","[36, 35]","[12, 54]","[42, 53]",
vid_38_frame_964_6.jpg,N/A,"[11, 3]","[7, 13]","[15, 12]","[6, 19]","[16, 19]","[4, 27]","[18, 26]",
vid_57_frame_7_2.jpg,N/A,"[18, 3]","[13, 19]","[27, 17]","[11, 31]","[29, 30]","[9, 45]","[32, 45]",
vid_38_frame_972_3.jpg,N/A,"[10, 4]","[6, 14]","[13, 14]","[4, 22]","[15, 22]","[2, 31]","[16, 31]",
vid_41_frame_705_5.jpg,N/A,"[16, 2]","[11, 16]","[25, 15]","[11, 29]","[30, 27]","[10, 41]","[34, 39]",
vid_38_frame_792_0.jpg,N/A,"[21, 3]","[13, 18]","[27, 19]","[11, 29]","[27, 30]","[6, 43]","[29, 46]",
vid_64_frame_302_1.jpg,N/A,"[15, 1]","[10, 10]","[20, 10]","[8, 20]","[22, 21]","[7, 30]","[23, 30]",
vid_42_frame_398_1.jpg,N/A,"[23, 2]","[15, 19]","[29, 19]","[12, 34]","[32, 33]","[10, 51]","[35, 50]",
vid_57_frame_66_0.jpg,N/A,"[45, 7]","[32, 39]","[56, 38]","[26, 65]","[62, 68]","[19, 96]","[68, 95]",
vid_50_frame_362_0.jpg,N/A,"[8, 3]","[6, 14]","[15, 13]","[7, 23]","[19, 20]","[7, 32]","[24, 28]",
vid_38_frame_898_3.jpg,N/A,"[17, 1]","[11, 13]","[22, 13]","[8, 21]","[23, 23]","[5, 31]","[24, 33]",
vid_41_frame_374_5.jpg,N/A,"[10, 0]","[7, 12]","[16, 12]","[6, 23]","[19, 22]","[4, 34]","[23, 33]",
vid_64_frame_769_5.jpg,N/A,"[26, 1]","[18, 18]","[33, 20]","[15, 34]","[35, 35]","[9, 53]","[37, 53]",
vid_38_frame_758_13.jpg,N/A,"[15, 2]","[10, 11]","[19, 12]","[9, 21]","[20, 21]","[6, 30]","[21, 30]",
vid_38_frame_816_1.jpg,N/A,"[16, 1]","[10, 18]","[26, 16]","[10, 33]","[30, 30]","[8, 50]","[35, 46]",
vid_41_frame_489_2.jpg,N/A,"[24, 4]","[17, 26]","[36, 25]","[16, 47]","[42, 43]","[15, 69]","[49, 64]",
vid_41_frame_485_7.jpg,N/A,"[15, 6]","[11, 20]","[25, 19]","[9, 33]","[29, 31]","[10, 48]","[34, 44]",
vid_38_frame_585_1.jpg,N/A,"[17, 2]","[10, 23]","[28, 22]","[10, 41]","[33, 38]","[8, 61]","[39, 56]",
vid_38_frame_930_4.jpg,N/A,"[21, 4]","[15, 18]","[26, 19]","[13, 28]","[27, 29]","[9, 41]","[30, 43]",
vid_38_frame_591_3.jpg,N/A,"[14, 0]","[9, 12]","[19, 11]","[7, 23]","[22, 23]","[5, 33]","[24, 33]",
vid_38_frame_898_1.jpg,N/A,"[24, 3]","[17, 20]","[33, 20]","[14, 36]","[35, 36]","[10, 53]","[38, 53]",
vid_42_frame_307_1.jpg,N/A,"[17, 5]","[10, 34]","[32, 31]","[8, 57]","[39, 53]","[7, 85]","[49, 78]",
vid_64_frame_53_6.jpg,N/A,"[18, 2]","[13, 15]","[24, 15]","[11, 27]","[26, 27]","[8, 38]","[28, 38]",
vid_53_frame_75_1.jpg,N/A,"[13, 1]","[8, 17]","[19, 16]","[8, 31]","[22, 29]","[4, 44]","[26, 42]",
vid_38_frame_772_0.jpg,N/A,"[19, 3]","[12, 21]","[27, 20]","[10, 36]","[30, 35]","[8, 53]","[33, 50]",
vid_62_frame_60_0.jpg,N/A,"[46, 5]","[33, 34]","[56, 34]","[29, 54]","[59, 55]","[21, 79]","[65, 81]",
vid_64_frame_673_5.jpg,N/A,"[8, 4]","[5, 12]","[13, 11]","[5, 19]","[15, 19]","[4, 27]","[17, 25]",
vid_38_frame_806_3.jpg,N/A,"[14, 3]","[9, 16]","[19, 16]","[7, 25]","[20, 24]","[4, 35]","[22, 36]",
vid_38_frame_966_5.jpg,N/A,"[16, 1]","[10, 12]","[21, 12]","[10, 20]","[22, 20]","[8, 29]","[24, 28]",
vid_38_frame_975_3.jpg,N/A,"[12, 3]","[6, 10]","[13, 10]","[5, 16]","[15, 16]","[4, 22]","[15, 23]",
vid_53_frame_57_1.jpg,N/A,"[20, 3]","[12, 19]","[26, 18]","[10, 35]","[30, 33]","[9, 52]","[35, 50]",
vid_52_frame_102_2.jpg,N/A,"[21, 3]","[14, 17]","[27, 18]","[11, 35]","[30, 34]","[8, 50]","[34, 49]",
vid_38_frame_534_1.jpg,N/A,"[20, 2]","[13, 21]","[31, 19]","[12, 38]","[35, 35]","[11, 56]","[42, 52]",
vid_64_frame_296_0.jpg,N/A,"[34, 3]","[24, 25]","[42, 24]","[21, 41]","[44, 42]","[13, 63]","[49, 64]",
vid_64_frame_295_2.jpg,N/A,"[33, 3]","[23, 21]","[40, 21]","[20, 35]","[42, 36]","[15, 54]","[45, 55]",
vid_50_frame_273_0.jpg,N/A,"[15, 3]","[10, 17]","[22, 15]","[10, 28]","[25, 26]","[10, 40]","[29, 37]",
vid_64_frame_483_0.jpg,N/A,"[35, 3]","[25, 22]","[43, 23]","[21, 41]","[46, 41]","[16, 58]","[49, 61]",
vid_38_frame_917_5.jpg,N/A,"[15, 2]","[10, 15]","[22, 14]","[9, 28]","[25, 27]","[8, 42]","[29, 41]",
vid_42_frame_941_5.jpg,N/A,"[15, 2]","[9, 14]","[21, 14]","[8, 25]","[22, 24]","[6, 37]","[25, 36]",
vid_64_frame_857_2.jpg,N/A,"[13, 1]","[8, 12]","[18, 12]","[7, 23]","[21, 23]","[6, 36]","[24, 34]",
vid_38_frame_794_4.jpg,N/A,"[30, 2]","[21, 16]","[35, 18]","[18, 28]","[36, 30]","[13, 41]","[35, 44]",
vid_52_frame_136_6.jpg,N/A,"[14, 2]","[9, 13]","[18, 12]","[8, 24]","[20, 23]","[6, 33]","[22, 33]",
vid_38_frame_773_1.jpg,N/A,"[43, 5]","[28, 30]","[50, 32]","[21, 51]","[51, 55]","[11, 75]","[54, 81]",
vid_38_frame_550_4.jpg,N/A,"[43, 1]","[30, 26]","[50, 28]","[25, 44]","[52, 47]","[16, 66]","[55, 70]",
vid_53_frame_75_3.jpg,N/A,"[27, 5]","[19, 26]","[37, 25]","[18, 48]","[43, 47]","[14, 73]","[49, 68]",
vid_38_frame_913_4.jpg,N/A,"[13, 3]","[10, 15]","[20, 14]","[9, 24]","[23, 23]","[7, 35]","[25, 34]",
vid_38_frame_745_2.jpg,N/A,"[29, 4]","[19, 30]","[43, 27]","[18, 51]","[49, 48]","[17, 76]","[58, 70]",
vid_42_frame_585_2.jpg,N/A,"[31, 2]","[20, 16]","[36, 17]","[15, 28]","[38, 30]","[10, 43]","[36, 46]",
vid_38_frame_915_1.jpg,N/A,"[24, 2]","[15, 27]","[36, 24]","[15, 50]","[42, 45]","[14, 72]","[51, 68]",
vid_38_frame_812_1.jpg,N/A,"[29, 4]","[17, 24]","[37, 26]","[11, 41]","[39, 41]","[6, 59]","[40, 63]",
vid_64_frame_170_5.jpg,N/A,"[13, 1]","[9, 12]","[17, 12]","[7, 21]","[19, 21]","[5, 30]","[22, 30]",
vid_41_frame_378_0.jpg,N/A,"[27, 5]","[19, 34]","[42, 30]","[18, 57]","[51, 52]","[16, 84]","[61, 78]",
vid_58_frame_146_0.jpg,N/A,"[7, 3]","[5, 11]","[13, 9]","[6, 18]","[17, 16]","[5, 26]","[21, 23]",
vid_38_frame_775_1.jpg,N/A,"[15, 2]","[9, 17]","[22, 16]","[7, 32]","[25, 30]","[5, 47]","[29, 46]",
vid_42_frame_1007_7.jpg,N/A,"[8, 2]","[4, 13]","[13, 12]","[4, 22]","[16, 21]","[2, 33]","[19, 32]",
vid_50_frame_367_2.jpg,N/A,"[10, 2]","[8, 14]","[17, 13]","[8, 22]","[21, 20]","[8, 32]","[25, 28]",
vid_64_frame_44_8.jpg,N/A,"[10, 2]","[7, 8]","[14, 9]","[6, 15]","[14, 16]","[5, 22]","[15, 21]",
vid_38_frame_579_0.jpg,N/A,"[49, 3]","[35, 30]","[59, 31]","[29, 50]","[60, 51]","[22, 72]","[63, 75]",
vid_64_frame_206_0.jpg,N/A,"[31, 1]","[24, 21]","[41, 20]","[21, 38]","[44, 37]","[16, 59]","[51, 58]",
vid_51_frame_33_2.jpg,N/A,"[12, 6]","[12, 30]","[32, 19]","[15, 46]","[45, 33]","[18, 63]","[55, 44]",
vid_38_frame_575_2.jpg,N/A,"[14, 0]","[8, 11]","[20, 11]","[6, 23]","[22, 23]","[4, 35]","[25, 34]",
vid_38_frame_585_6.jpg,N/A,"[21, 4]","[14, 18]","[28, 18]","[12, 30]","[30, 30]","[9, 44]","[31, 44]",
vid_64_frame_359_1.jpg,N/A,"[32, 3]","[21, 24]","[41, 24]","[17, 42]","[44, 43]","[13, 63]","[48, 64]",
vid_62_frame_52_2.jpg,N/A,"[38, 4]","[28, 30]","[46, 30]","[25, 45]","[48, 46]","[17, 66]","[53, 69]",
vid_62_frame_83_5.jpg,N/A,"[13, 1]","[8, 16]","[19, 15]","[8, 25]","[21, 25]","[6, 37]","[25, 35]",
vid_57_frame_113_0.jpg,N/A,"[21, 2]","[13, 20]","[28, 20]","[10, 33]","[31, 33]","[8, 53]","[34, 54]",
vid_38_frame_558_2.jpg,N/A,"[35, 2]","[24, 20]","[41, 21]","[20, 34]","[42, 36]","[13, 50]","[43, 55]",
vid_42_frame_668_1.jpg,N/A,"[29, 3]","[20, 32]","[42, 29]","[18, 56]","[50, 53]","[15, 81]","[58, 76]",
vid_59_frame_145_8.jpg,N/A,"[16, 1]","[10, 14]","[22, 14]","[8, 27]","[24, 26]","[8, 43]","[27, 42]",
vid_38_frame_937_0.jpg,N/A,"[50, 3]","[34, 26]","[56, 29]","[27, 45]","[58, 50]","[20, 62]","[59, 71]",
vid_41_frame_379_10.jpg,N/A,"[13, 3]","[9, 17]","[22, 16]","[8, 30]","[27, 27]","[8, 44]","[33, 41]",
vid_64_frame_782_1.jpg,N/A,"[36, 0]","[24, 25]","[48, 26]","[20, 50]","[52, 50]","[15, 77]","[56, 78]",
vid_41_frame_810_8.jpg,N/A,"[14, 2]","[9, 15]","[22, 13]","[8, 26]","[25, 24]","[9, 36]","[29, 35]",
vid_41_frame_703_3.jpg,N/A,"[15, 0]","[9, 12]","[25, 11]","[10, 24]","[29, 22]","[10, 35]","[32, 33]",
vid_42_frame_941_0.jpg,N/A,"[27, 3]","[17, 23]","[34, 24]","[13, 38]","[36, 39]","[8, 56]","[39, 57]",
vid_64_frame_366_0.jpg,N/A,"[38, 3]","[25, 30]","[51, 31]","[19, 56]","[56, 57]","[15, 84]","[65, 87]",
vid_38_frame_957_0.jpg,N/A,"[30, 10]","[19, 30]","[38, 32]","[15, 47]","[38, 48]","[11, 63]","[42, 67]",
vid_56_frame_83_2.jpg,N/A,"[20, 2]","[13, 17]","[28, 17]","[12, 33]","[31, 32]","[9, 50]","[34, 50]",
vid_56_frame_178_4.jpg,N/A,"[26, 3]","[17, 26]","[35, 26]","[15, 43]","[38, 43]","[10, 64]","[43, 64]",
vid_53_frame_311_4.jpg,N/A,"[13, 1]","[8, 12]","[17, 12]","[7, 22]","[18, 21]","[5, 32]","[20, 32]",
vid_57_frame_57_5.jpg,N/A,"[14, 2]","[9, 17]","[21, 16]","[7, 31]","[26, 30]","[7, 41]","[27, 40]",
vid_38_frame_763_2.jpg,N/A,"[44, 3]","[29, 26]","[53, 30]","[22, 47]","[54, 51]","[13, 71]","[57, 77]",
vid_41_frame_543_1.jpg,N/A,"[20, 1]","[13, 25]","[33, 21]","[11, 43]","[39, 40]","[10, 64]","[46, 60]",
vid_42_frame_668_2.jpg,N/A,"[12, 1]","[7, 16]","[19, 14]","[7, 29]","[23, 27]","[7, 43]","[28, 41]",
vid_38_frame_543_2.jpg,N/A,"[12, 1]","[7, 12]","[18, 13]","[5, 24]","[20, 24]","[4, 39]","[23, 38]",
vid_42_frame_236_4.jpg,N/A,"[14, 3]","[8, 17]","[21, 17]","[6, 31]","[24, 30]","[5, 45]","[28, 43]",
vid_38_frame_797_3.jpg,N/A,"[28, 3]","[16, 21]","[32, 23]","[11, 35]","[33, 38]","[6, 53]","[34, 56]",
vid_50_frame_108_2.jpg,N/A,"[9, 1]","[6, 11]","[13, 10]","[6, 18]","[15, 18]","[5, 25]","[17, 24]",
vid_56_frame_6_4.jpg,N/A,"[15, 2]","[9, 16]","[23, 16]","[7, 31]","[25, 30]","[6, 45]","[29, 44]",
vid_62_frame_190_0.jpg,N/A,"[35, 2]","[24, 29]","[45, 29]","[19, 50]","[48, 50]","[12, 73]","[54, 75]",
vid_64_frame_557_4.jpg,N/A,"[22, 4]","[13, 24]","[32, 24]","[10, 41]","[35, 40]","[7, 61]","[40, 61]",
vid_64_frame_359_3.jpg,N/A,"[13, 2]","[9, 12]","[18, 12]","[8, 20]","[18, 20]","[6, 30]","[19, 30]",
vid_41_frame_860_1.jpg,N/A,"[32, 9]","[24, 33]","[45, 30]","[22, 53]","[50, 50]","[21, 75]","[56, 70]",
vid_38_frame_806_4.jpg,N/A,"[14, 2]","[9, 14]","[19, 13]","[7, 22]","[21, 24]","[5, 35]","[22, 35]",
vid_52_frame_134_0.jpg,N/A,"[42, 2]","[31, 27]","[51, 29]","[26, 48]","[54, 49]","[19, 70]","[59, 71]",
vid_58_frame_24_1.jpg,N/A,"[11, 2]","[9, 13]","[16, 12]","[8, 20]","[18, 20]","[7, 29]","[21, 27]",
vid_38_frame_577_2.jpg,N/A,"[21, 1]","[13, 16]","[29, 16]","[11, 31]","[32, 30]","[9, 47]","[36, 45]",
vid_38_frame_755_1.jpg,N/A,"[40, 4]","[26, 25]","[48, 29]","[20, 42]","[49, 47]","[13, 61]","[50, 66]",
vid_38_frame_588_1.jpg,N/A,"[17, 2]","[10, 19]","[23, 19]","[8, 31]","[25, 32]","[4, 45]","[28, 45]",
vid_64_frame_664_0.jpg,N/A,"[22, 2]","[15, 16]","[26, 16]","[11, 28]","[27, 29]","[7, 43]","[30, 44]",
vid_41_frame_215_1.jpg,N/A,"[24, 3]","[16, 26]","[36, 24]","[14, 45]","[41, 42]","[13, 68]","[48, 63]",
vid_64_frame_85_2.jpg,N/A,"[17, 1]","[11, 15]","[22, 15]","[9, 26]","[24, 27]","[5, 42]","[26, 43]",
vid_64_frame_172_2.jpg,N/A,"[17, 0]","[10, 15]","[23, 14]","[9, 26]","[26, 25]","[6, 43]","[31, 42]",
vid_42_frame_840_1.jpg,N/A,"[16, 6]","[10, 25]","[27, 23]","[9, 42]","[32, 39]","[7, 61]","[38, 57]",
vid_60_frame_145_0.jpg,N/A,"[14, 6]","[15, 33]","[38, 21]","[20, 51]","[51, 35]","[25, 71]","[65, 47]",
vid_42_frame_848_4.jpg,N/A,"[16, 1]","[12, 10]","[20, 11]","[12, 18]","[21, 19]","[8, 29]","[22, 29]",
vid_42_frame_1004_7.jpg,N/A,"[8, 3]","[5, 16]","[16, 15]","[5, 27]","[20, 25]","[5, 40]","[24, 37]",
vid_38_frame_597_1.jpg,N/A,"[13, 1]","[8, 13]","[19, 13]","[6, 24]","[21, 24]","[4, 37]","[22, 36]",
vid_38_frame_821_3.jpg,N/A,"[34, 1]","[20, 16]","[39, 18]","[16, 31]","[41, 34]","[9, 47]","[41, 50]",
vid_52_frame_110_4.jpg,N/A,"[20, 2]","[13, 21]","[28, 20]","[11, 36]","[31, 35]","[8, 54]","[36, 53]",
vid_38_frame_957_5.jpg,N/A,"[13, 1]","[8, 15]","[20, 13]","[7, 28]","[23, 25]","[5, 43]","[28, 41]",
vid_41_frame_631_0.jpg,N/A,"[15, 8]","[9, 19]","[19, 19]","[7, 29]","[20, 30]","[3, 40]","[21, 41]",
vid_42_frame_941_8.jpg,N/A,"[14, 3]","[8, 15]","[20, 14]","[8, 27]","[23, 24]","[8, 38]","[27, 36]",
vid_38_frame_592_6.jpg,N/A,"[23, 7]","[13, 21]","[29, 21]","[9, 31]","[29, 32]","[5, 42]","[30, 45]",
